team_name,event_map_id,event_date,player_a_id,player_a,n_retained,n_pre_obs,n_post_obs,mean_pre,mean_post,delta,t_stat,p_value,retained_teammate_ids
500,11155,2025-10-08 08:00:00+00:00,20282,krasnal,4,40,40,0.04277708115983376,0.023233324523287295,-0.019543756636546464,-0.5080833038755651,0.6128473824398062,"15369,11219,17145,20358"
FaZe,441,2025-06-20 21:15:00+00:00,8183,rain,4,37,32,0.005633479435947358,-0.01394604218461902,-0.01957952162056638,-0.41016094650451057,0.6833189303188243,"9960,8738,429,7998"
Sharks,11888,2025-09-09 21:00:00+00:00,22911,doc,4,31,40,0.0027832454607649867,-0.01686950767013282,-0.019652753130897805,-0.4285999761442678,0.6697149445083702,"21921,21170,21221,20558"
Aurora,3358,2024-04-08 16:45:00+00:00,20709,r3salt,4,40,40,0.06449198140737285,0.04483029468085956,-0.019661686726513285,-0.4500229608180349,0.653971559550106,"13240,20113,19882,19236"
SINNERS,10924,2025-10-13 14:00:00+00:00,21165,m1key,4,40,40,0.00923043794929067,-0.01043787167151728,-0.01966830962080795,-0.5360820739271572,0.593566660077224,"12810,23459,23763,23295"
UNiTY,3723,2024-12-18 15:20:00+00:00,23469,woozzzi,4,37,32,0.02324917453429694,0.0034715488376950428,-0.019777625696601898,-0.5039714526006486,0.6160470950197006,"15818,15437,12612,15821"
FURIA,1667,2024-07-17 14:55:00+00:00,18676,skullz,4,40,40,0.03768636671532908,0.017399418838590842,-0.020286947876738237,-0.5628009657318032,0.5752032419333406,"12553,15631,10566,2023"
Gaimin Gladiators,9684,2025-11-12 22:00:00+00:00,9219,felps,4,40,40,0.0016765124315404971,-0.01898578861873147,-0.020662301050271965,-0.5801394459980261,0.5634963503767408,"9482,21099,17861,11739"
Liquid,1551,2024-08-07 18:40:00+00:00,21763,ultimate,3,30,30,-0.0008300128134370033,-0.02163471404300581,-0.020804701229568807,-0.5536925651554948,0.5819814327332556,"8520,10394,13915"
Tropa do Taco,4459,2024-11-08 23:30:00+00:00,19686,n1ssim,4,40,40,-0.00602930679435702,-0.026911599505095224,-0.020882292710738205,-0.5638773468581479,0.5744982629348804,"16816,9217,16835,22365"
BC.Game,10904,2025-10-11 14:00:00+00:00,20994,fl4mus,4,34,33,0.019522700106989768,-0.0015479167091618927,-0.02107061681615166,-0.6038402977084231,0.5481336431933637,"20926,9618,2476,18790"
ARCRED,12568,2025-08-30 16:00:00+00:00,25111,redzed,4,40,40,-0.00940239028250493,-0.030596838905669322,-0.021194448623164393,-0.5078976162834175,0.612992323064883,"19703,18671,18447,20207"
Illuminar,6090,2024-08-02 10:00:00+00:00,11276,marko,4,39,40,0.011065697840699572,-0.010296589054395356,-0.02136228689509493,-0.6129533993046875,0.5417191089173434,"22011,11891,20637,8327"
500,15502,2025-03-16 11:00:00+00:00,11343,shipz,4,40,40,0.0025227864895699297,-0.01894733129788584,-0.021470117787455768,-0.6102817236937321,0.5434616671990044,"18697,11219,11217,17145"
Space,6979,2024-06-08 17:00:00+00:00,22189,h4san4tor,4,40,37,0.05481429693292748,0.03327783060424361,-0.02153646632868387,-0.59172656882156,0.5559470703664998,"21362,20956,19575,22039"
The Huns,826,2025-03-19 11:00:00+00:00,19536,yami,4,40,34,0.0013326276312691677,-0.02022016997781014,-0.02155279760907931,-0.48698546562630685,0.6277684754011125,"15072,23402,22179,19957"
fnatic,3248,2024-05-17 13:15:00+00:00,15165,blamef,4,40,40,-0.011502264059976766,-0.03324768561807229,-0.021745421558095522,-0.5888597822700685,0.5577609738153482,"7528,8374,19926,21062"
Astralis,2756,2024-11-21 06:25:00+00:00,16717,br0,4,40,40,0.024633120898065457,0.0027844546808837023,-0.021848666217181754,-0.6049968566050944,0.5470627697457475,"20304,10994,17956,7964"
ARCRED,11044,2025-09-10 14:00:00+00:00,19812,chill,4,40,40,-0.0006994654240445111,-0.02267398454179888,-0.02197451911775437,-0.5064049469195594,0.6140066857653054,"19703,18671,18447,20207"
JiJieHao,10291,2025-10-05 17:00:00+00:00,23386,kumao,4,40,40,-0.004407597599368982,-0.026419369574737707,-0.022011771975368726,-0.6228742410139719,0.5352406499650716,"10449,17675,22419,18163"
BC.Game,10322,2025-10-07 17:00:00+00:00,2476,emi,4,40,37,0.04013096293014308,0.01802757949085069,-0.02210338343929239,-0.579331213545581,0.5641022868100624,"7998,9618,20926,18790"
BIG,1553,2024-08-07 08:30:00+00:00,12708,rigon,4,40,40,0.01127911448529303,-0.01108241820437224,-0.02236153268966527,-0.548608469362305,0.5850476997215766,"14929,5794,19899,7266"
SINNERS,7429,2024-05-26 15:00:00+00:00,12810,shock,4,36,34,-0.00041004911380560313,-0.022903634067224593,-0.02249358495341899,-0.5031258934760132,0.6166679645340911,"22280,20229,798,11199"
CYBERSHOKE,10045,2025-11-02 15:30:00+00:00,20948,lov1kus,4,40,40,-0.0013944923223927624,-0.023945160298670564,-0.0225506679762778,-0.5564192014481358,0.5796118964486178,"22803,20430,21710,22879"
CYBERSHOKE,6575,2024-07-16 15:00:00+00:00,24286,levantino,4,40,40,0.044774083532205876,0.02219825379578886,-0.022575829736417016,-0.6306186184584749,0.5301333295158017,"21431,20948,21710,22879"
CYBERSHOKE,5291,2024-09-20 17:30:00+00:00,21710,notineki,4,40,40,0.03218955543388259,0.009599920334239757,-0.022589635099642832,-0.5857148879723535,0.5597804905312675,"20948,22879,24286,21431"
9BOOMPRO,9885,2025-11-01 09:00:00+00:00,15662,zorte,4,36,40,5.527457665176938e-06,-0.022755378834139046,-0.022760906291804224,-0.5176156174847699,0.6062846298364524,"17011,20994,16555,18510"
Zero Tenacity,4908,2024-10-03 11:00:00+00:00,21784,simke,4,40,40,0.006195513236813674,-0.01662078856670949,-0.022816301803523162,-0.6166530007584023,0.5392611452776556,"5351,8311,21302,21783"
BESTIA,8467,2024-03-12 17:00:00+00:00,14737,meyern,4,40,32,-0.05543737712370496,-0.07852081572654447,-0.023083438602839512,-0.5707039302916903,0.5702773075012033,"2161,20394,22570,17039"
Dusty Roots,3677,2025-01-10 17:00:00+00:00,24749,guty,4,31,40,-0.03977966096197549,-0.06296056264555754,-0.02318090168358205,-0.5465359119300183,0.5869307055785139,"21221,18554,24557,12094"
FORZE Reload,9063,2025-11-11 15:00:00+00:00,20782,goody,3,30,30,0.02566093388967369,0.0021017657005522883,-0.0235591681891214,-0.6567109037560203,0.5141994278505759,"23628,22327,21367"
Astralis,60,2025-11-03 09:45:00+00:00,7592,device,4,40,40,0.027651187966276615,0.004052447764565934,-0.023598740201710683,-0.6921299631278589,0.49130534655923813,"9032,20304,17956,10096"
Dusty Roots,3676,2025-01-10 17:00:00+00:00,24557,toto,3,30,30,-0.03122263220252051,-0.05482645275798257,-0.02360382055546206,-0.46347092755798425,0.6448656880770536,"18554,21221,12094"
HOTU,12683,2025-08-11 17:15:00+00:00,24806,frontales,4,39,40,0.009785736078573403,-0.014012467065858302,-0.023798203144431707,-0.6746954127647053,0.5021297375787147,"18752,21385,21386,19823"
Monte,5654,2024-08-28 15:40:00+00:00,21816,gizmy,4,33,40,0.031130774389815614,0.007310429653968814,-0.0238203447358468,-0.5801976598181613,0.5637168752158125,"17504,16848,19733,16080"
Keyd Stars,9725,2025-10-24 21:00:00+00:00,18894,t9rnay,4,40,40,-0.009625468363958608,-0.033532466773912625,-0.023906998409954017,-0.6778223476645655,0.4999296089487128,"16816,18891,17133,16814"
Chinggis Warriors,3699,2024-12-28 06:30:00+00:00,21398,controlez,4,13,40,0.040527127575485475,0.016545861329165308,-0.023981266246320167,-0.45018486943940694,0.6577714891414199,"15060,21396,19229,22414"
RUBY,4891,2024-10-01 15:20:00+00:00,23541,tasman,3,30,26,0.022173483312361606,-0.002161906706358416,-0.024335390018720024,-0.6149029183297764,0.5415312605932431,"23858,22325,22326"
GUN5,3753,2024-12-10 19:35:00+00:00,23783,fineshine52,4,40,40,0.046856574687625344,0.022255728507288925,-0.02460084618033642,-0.5274180557587349,0.5994428125129635,"19808,22471,18670,23047"
Monte,8497,2024-02-29 13:00:00+00:00,21452,kvem,3,30,30,-0.018744060779818338,-0.04374389730857039,-0.02499983652875205,-0.5395034589560709,0.5916050499656695,"19733,20282,16885"
Falcons,343,2025-07-26 11:45:00+00:00,24177,kyousuke,4,40,40,-0.03222219493311339,-0.05751051014711724,-0.025288315214003855,-0.6620599658806615,0.509887441536376,"19677,12018,3741,19230"
ENCE,13057,2025-08-07 11:00:00+00:00,12708,rigon,4,33,40,0.006908097879508988,-0.018576965064340235,-0.025485062943849224,-0.707180040099345,0.4817693878184247,"21233,12731,21972,21815"
BOSS,6038,2024-08-13 01:00:00+00:00,19128,slight,3,30,30,0.012460470687083162,-0.013161040364682486,-0.025621511051765647,-0.5196600818341804,0.6053268284448728,"15176,18706,20564"
JiJieHao,9329,2025-11-14 18:20:00+00:00,19763,boros,4,40,40,0.0022597261972283093,-0.0233947437100086,-0.02565446990723691,-0.6567746242949372,0.5132627856638815,"18120,17675,22419,18163"
FaZe,253,2025-09-05 18:15:00+00:00,22383,jcobbb,4,40,40,0.018150373145815957,-0.007583200230590353,-0.02573357337640631,-0.5852864831815081,0.5600459275619447,"9960,8183,18053,429"
Rebels,6560,2024-07-15 09:00:00+00:00,3669,innocent,4,40,40,-0.021329508666515458,-0.04720930984187966,-0.025879801175364203,-0.6815279695017403,0.49757012598919387,"21715,20349,23295,21263"
SINNERS,6941,2024-06-04 11:00:00+00:00,22280,majky,4,38,40,0.021627386657645506,-0.004451887623920398,-0.026079274281565902,-0.6538650180247345,0.5151724612533877,"12810,20229,798,11199"
fnatic,16236,2025-01-20 12:00:00+00:00,22904,burmylov,3,30,30,0.00830804576404536,-0.017792826705962297,-0.026100872470007655,-0.6552418771030719,0.5149053524982833,"7528,15165,21062"
TYLOO,16091,2025-02-11 07:10:00+00:00,8552,attacker,4,40,40,0.045950944816622284,0.019394174240731022,-0.026556770575891262,-0.6762144820628788,0.5009672784447221,"20895,21621,20702,19645"
Patins da Ferrari,3603,2024-12-13 23:00:00+00:00,19831,proshow,4,22,29,-0.019058954706793856,-0.045798422044975626,-0.02673946733818177,-0.48158820837247385,0.6328131922358082,"21290,18891,22404,22559"
BESTIA,13581,2025-07-01 19:30:00+00:00,22570,tomaszin,4,40,40,0.012318535107638185,-0.014548623771544155,-0.02686715887918234,-0.596270380927323,0.5527251250027662,"2161,20394,20185,24863"
HEROIC,1543,2024-08-07 12:15:00+00:00,16885,woro2k,4,40,40,-0.0060656633309566456,-0.032945700396786334,-0.026880037065829688,-0.659257094740029,0.5116734547197633,"12018,9436,14148,19677"
SAW,4848,2024-10-16 17:00:00+00:00,21014,ag1l,4,40,40,0.016974002086871227,-0.0100497157333434,-0.027023717820214628,-0.8608335378214265,0.3920649758513019,"20464,2241,630,20462"
Sharks,16413,2025-01-31 21:30:00+00:00,23588,n1cks,4,40,40,0.02277638855097333,-0.004673980143827307,-0.027450368694800636,-0.7040797843206228,0.48351979455620375,"21921,21170,20558,22911"
Flamengo,14091,2025-05-13 20:10:00+00:00,22163,misfit,3,22,30,0.07738126673431364,0.04944539952998313,-0.027935867204330514,-0.4211235095570982,0.6759304451460534,"16816,18891,16814"
ECSTATIC,16247,2025-01-21 15:00:00+00:00,22695,sirah,4,40,40,0.015282761459372763,-0.013380728192746152,-0.028663489652118915,-0.7128448379122457,0.47807870782229883,"20417,21779,10961,11995"
fnatic,13234,2025-08-01 15:00:00+00:00,18571,cypher,4,40,40,0.014696228595607591,-0.014296741777976112,-0.028992970373583705,-0.7609235474232605,0.44928210830209026,"7528,17803,15165,23046"
Imperial,13577,2025-07-01 16:00:00+00:00,10566,chelo,3,30,30,0.05326408723896942,0.024138639271000187,-0.029125447967969235,-0.6044196308651414,0.5479903226323866,"22564,19869,12822"
Partizan,11024,2025-10-11 11:00:00+00:00,13026,c0llins,4,40,40,0.03789431393749384,0.008655031039539067,-0.02923928289795477,-0.6619048948904174,0.5100235578601834,"20066,20252,20813,20253"
InControl,13376,2025-07-18 22:45:00+00:00,14744,calamity,3,28,30,0.057284857286084956,0.028040772464713516,-0.02924408482137144,-0.5451839999482743,0.5878258341347747,"20330,23691,23690"
EYEBALLERS,12408,2025-08-29 07:55:00+00:00,21159,bobeksde,4,40,40,0.026917987388680554,-0.0023392761407516984,-0.029257263529432254,-0.829778170063843,0.40923982434196676,"3849,22914,21012,20879"
HOTU,11741,2025-09-08 17:00:00+00:00,16612,n0rb3r7,4,40,40,0.017865270313270197,-0.011610501346458465,-0.029475771659728662,-0.8141221068336675,0.4180924322551861,"18752,21385,24806,19823"
Falcons,1911,2024-04-24 11:30:00+00:00,7398,dupreeh,4,40,40,-0.0027880253584934415,-0.03227687925809246,-0.029488853899599016,-0.8170791097808335,0.416413447684182,"9032,11777,922,19164"
FAVBET,10987,2025-10-06 14:00:00+00:00,2131,bondik,4,40,40,0.01999430017997713,-0.009649458331176756,-0.029643758511153886,-0.7432098882650156,0.4595893266982053,"18240,19614,20228,20110"
GUN5,13869,2025-06-20 11:35:00+00:00,23302,bluewh1te,4,40,40,0.05552148997978336,0.02570125422644793,-0.02982023575333543,-0.7054390388383016,0.482660010276026,"13240,23047,18670,23783"
Cloud9,5710,2024-09-06 14:15:00+00:00,23858,mo0n,4,35,40,0.028597621934470994,-0.0012467332280348812,-0.029844355162505876,-0.7337496549514432,0.46546746902074054,"11840,20447,16555,15071"
Marsborne,12012,2025-09-18 01:00:00+00:00,17353,cxzi,4,40,40,0.03451379407376259,0.004612432035857297,-0.02990136203790529,-0.7021009758810929,0.4850533238711993,"18761,12937,19705,22069"
BESTIA,15090,2025-05-02 19:00:00+00:00,24863,timo,4,35,40,-0.010944328427429333,-0.040871426414202515,-0.029927097986773184,-0.9512148709570124,0.3446473557402172,"20185,2161,20394,22570"
Monte,16238,2025-01-20 15:00:00+00:00,21816,gizmy,3,30,30,-0.0021051331493770866,-0.032136181168596865,-0.03003104801921978,-0.5830283744659304,0.5622059430628494,"16080,19733,16848"
Alliance,15973,2025-02-01 13:20:00+00:00,16487,eraa,4,40,40,0.005349292251477694,-0.025002630651928405,-0.0303519229034061,-0.7739030605749831,0.44140408449360374,"22760,7443,9811,22860"
Aurora Young Blud,5585,2024-09-01 16:00:00+00:00,22880,m1quse,4,40,40,-0.006727966403726427,-0.0370919054134328,-0.030363939009706378,-0.6907891696158284,0.49182578373083624,"23193,22803,22884,23302"
Betclic,12532,2025-08-26 14:00:00+00:00,23767,adrien,4,40,35,-0.008894009529257497,-0.03931843003274744,-0.03042442050348994,-0.7612202136730282,0.4490525513818642,"16080,18070,18979,23766"
Galorys,12191,2025-09-09 22:00:00+00:00,20029,card,4,26,40,0.06222623417715524,0.03152586255025428,-0.03070037162690096,-0.6153696543483007,0.5417357213322523,"20522,9483,23551,18743"
UNO MILLE,15897,2025-02-12 19:20:00+00:00,13287,bnc,4,33,40,0.02039318414088252,-0.01099319809268674,-0.03138638223356926,-0.9698669201054438,0.3357444101058028,"2544,16769,14010,17132"
Space,5541,2024-08-27 15:20:00+00:00,22189,h4san4tor,4,40,40,-0.004217006978153233,-0.035620423874341264,-0.03140341689618803,-0.8302626856133383,0.4089448550653936,"21362,20956,22039,19575"
Virtus.pro,2553,2025-07-15 16:00:00+00:00,16947,perfecto,4,40,40,0.023763713481610334,-0.00832301915421305,-0.03208673263582339,-0.8745806069007811,0.3844919855050896,"12732,20101,8918,21439"
Johnny Speeds,5512,2024-09-13 10:00:00+00:00,9766,hampus,4,39,25,0.006485390784875247,-0.02599797302573883,-0.03248336381061408,-0.7166765033743411,0.47670062104400124,"19064,21012,9255,21159"
Cloud9,5711,2024-09-06 14:15:00+00:00,21439,icy,4,37,40,0.03296564268669167,0.0004802991896774744,-0.0324853434970142,-0.8183848254008467,0.41573039383894955,"11840,20447,16555,15071"
RED Canids,16415,2025-02-01 01:10:00+00:00,22126,nyezin,3,30,30,-0.007426073949157596,-0.03995844886389921,-0.03253237491474161,-0.790853609030809,0.4323194047509065,"9216,21288,8565"
BC.Game,6294,2024-08-04 16:25:00+00:00,15369,redstar,4,40,13,0.042457281903296035,0.009802880399800292,-0.032654401503495745,-0.8530597005146956,0.39918726475327465,"21139,9261,18790,11815"
MIBR,675,2025-04-21 09:45:00+00:00,20987,brnz4n,4,40,40,-0.02508029828837418,-0.058003254593601186,-0.03292295630522701,-0.7490052396348594,0.4561617754689488,"18717,11154,18835,21037"
Dusty Roots,6321,2024-07-16 20:00:00+00:00,12094,1962,4,40,40,0.014627470407429993,-0.018318861090723025,-0.032946331498153014,-0.7306566089314444,0.46748912605407317,"18554,19083,21084,21221"
SINNERS,7365,2024-05-20 12:10:00+00:00,22280,majky,3,30,30,0.01881736282334339,-0.014776986768450785,-0.03359434959179418,-0.7187999768884858,0.4752419279716742,"13568,798,11199"
Bounty Hunters,14639,2025-05-06 22:00:00+00:00,20885,freq,4,40,40,0.002178237921419683,-0.03146134697285191,-0.033639584894271594,-0.8745086431853125,0.3845518495554237,"14737,20690,14394,18322"
GUN5,10311,2025-10-06 17:20:00+00:00,23783,fineshine52,4,40,40,0.012793051893618521,-0.020916478403418516,-0.033709530297037035,-0.8531683367053351,0.396509975107735,"22930,24485,18670,23047"
illwill,8777,2025-12-17 12:00:00+00:00,24203,jorko,3,30,30,0.04163285019005305,0.007882193765898585,-0.033750656424154465,-0.7637970672606633,0.44813543046439325,"18456,20889,9656"
Players,16647,2025-09-05 13:00:00+00:00,6553,fl4sh,4,35,40,0.01626980838050191,-0.017551722399581228,-0.03382153078008314,-1.0485167856192503,0.2981473061673888,"20378,20219,10828,16661"
500,16769,2025-08-05 08:00:00+00:00,20358,volt,3,30,30,0.05635817423402232,0.02239283272656405,-0.033965341507458266,-0.7468043334192803,0.4582219547047538,"15369,11219,17145"
NOVAQ,13703,2025-06-11 14:00:00+00:00,11942,buster,4,40,40,0.013959032059218954,-0.02001712477926996,-0.03397615683848891,-1.0860060280125077,0.2809294140532813,"22537,23292,11940,23599"
Nexus,15247,2025-04-19 17:00:00+00:00,18294,adron,4,40,40,-0.001088561905461427,-0.03523058262572546,-0.03414202072026403,-0.9474276249979404,0.34635133755391295,"19817,9626,17116,1206"
Metizport,8081,2024-05-02 14:00:00+00:00,20119,nilo,4,40,36,0.026295489922517883,-0.008417141411231685,-0.03471263133374957,-0.805714787047637,0.4230109210457111,"21163,20878,13669,16486"
Monte,7619,2024-05-15 15:10:00+00:00,9656,hadji,3,30,30,0.036541032823163566,0.0018264180882021257,-0.034714614734961444,-0.7571611895610416,0.45204314227249415,"16885,20282,19733"
Monte Gen,5387,2024-09-03 11:00:00+00:00,21816,gizmy,4,40,40,0.04860782161972026,0.013710568905218028,-0.034897252714502225,-0.9214051069383409,0.35975022019858277,"21217,20794,22563,17117"
JiJieHao,9987,2025-11-13 09:00:00+00:00,9656,hadji,4,40,40,0.008151274190608033,-0.026816473700133646,-0.03496774789074168,-0.8937571276264761,0.37420255499959015,"18120,17675,22419,18163"
500,14718,2025-01-23 19:00:00+00:00,11343,shipz,4,40,40,0.030520630188063468,-0.004997605101741174,-0.03551823528980464,-0.7625454154834758,0.4480345510321522,"11217,11219,17145,18697"
AMKAL,5956,2024-08-16 18:15:00+00:00,12027,krad,3,24,30,0.029837981030310618,-0.005727077102879312,-0.03556505813318993,-0.6661228582626904,0.5088345288106412,"13982,16948,24326"
ECSTATIC,11532,2025-09-25 12:25:00+00:00,10330,acor,4,40,40,0.022179302837399634,-0.01352184648930645,-0.03570114932670608,-0.8966757878763669,0.3726560587143344,"20417,21779,11995,22695"
GameHunters,9709,2025-10-23 21:00:00+00:00,22085,spinnie,3,30,30,0.022676065527013532,-0.01325552802588645,-0.03593159355289998,-0.8229559148437549,0.41410831464877057,"10827,17028,18875"
Sampi,6985,2024-06-09 14:30:00+00:00,8488,zedko,4,40,40,-0.0007501220731932351,-0.03673078125945607,-0.03598065918626284,-0.862156397498737,0.3912714243142621,"16432,21299,14388,20839"
Eternal Fire,9462,2025-10-23 17:00:00+00:00,21250,jresy,3,30,30,0.03618230827020568,0.00018558990242129776,-0.03599671836778438,-0.7639220820592576,0.4481307330425704,"23274,15835,8575"
BC.Game,462,2025-05-19 20:00:00+00:00,18790,cacanito,4,40,40,0.0025813773263573246,-0.03342405546416449,-0.03600543279052182,-1.0136082143867273,0.3139106123441688,"9618,18571,21139,13670"
Case,7158,2024-06-03 21:25:00+00:00,22126,nyezin,4,40,40,0.0514747770476239,0.015456275215855996,-0.0360185018317679,-0.9854185605696714,0.3275919919631368,"11337,16954,18875,22181"
Players,13139,2025-07-31 18:00:00+00:00,10828,dok,4,40,35,0.00911231742989825,-0.0270281491645855,-0.03614046659448375,-1.0440644506280776,0.2999707245121432,"16661,20219,22085,20378"
TYLOO,2603,2025-07-19 12:00:00+00:00,20702,jee,4,40,40,0.02461727826699099,-0.012200646867588339,-0.03681792513457933,-1.0843643811728607,0.2815944062518123,"8552,20895,21621,19645"
Flamengo,13110,2025-07-27 13:00:00+00:00,18891,cutzmeretz,4,32,40,0.03649922072423514,-0.0009411751002829594,-0.0374403958245181,-0.7611324284727775,0.44970508590334074,"16816,11213,16814,19831"
Monte,4764,2024-08-12 18:00:00+00:00,17504,kei,4,40,31,0.014303620750876999,-0.023412771664190105,-0.03771639241506711,-0.919491563333603,0.36171760932122277,"6904,20282,16080,16848"
FURIA Academy,7718,2024-05-12 18:00:00+00:00,20577,bruninho,3,30,29,0.01288582468348004,-0.024920353016509435,-0.03780617769998948,-0.7612525431342654,0.4497469979432194,"22404,16774,22084"
NAVI Junior,15973,2025-02-01 13:20:00+00:00,23553,dziugss,4,40,40,-0.023944409301215892,-0.06177316768389537,-0.037828758382679475,-1.0188060645683668,0.31147424048599376,"20584,22673,22674,22203"
GamerLegion,1025,2025-01-29 12:00:00+00:00,22279,pr,3,30,30,0.025219390355014946,-0.01264713137485297,-0.037866521729867916,-0.9241864259083019,0.3592932719083109,"16486,20301,20870"
Nexus,15168,2025-04-21 15:00:00+00:00,20761,launx,4,40,40,-0.002455320562770022,-0.04055157758675774,-0.038096257023987716,-1.0214482514061012,0.3102048271980309,"19817,9626,17116,1206"
Betclic,11464,2025-09-26 10:30:00+00:00,23767,adrien,3,22,30,0.004820107280178226,-0.03356806197380834,-0.03838816925398657,-0.9301385700201774,0.3579819767562367,"16080,18979,18070"
BLEED,7898,2024-05-09 18:30:00+00:00,9255,draken,4,40,33,-0.01272024104706578,-0.051154062236150336,-0.038433821189084554,-0.98255087478477,0.32933492879004134,"18571,14932,20813,9766"
9INE,3788,2024-12-04 09:00:00+00:00,21159,bobeksde,3,30,30,0.027777226424371273,-0.011092922348831191,-0.03887014877320247,-1.14099924935317,0.25873728854458816,"2898,10981,10610"
Monte,3401,2024-02-19 17:30:00+00:00,21816,gizmy,4,40,35,-0.03654759498239919,-0.07551009755157445,-0.03896250256917526,-0.9773462196955355,0.33181397745935837,"16885,19733,20282,16717"
Nexus,9554,2025-10-28 18:00:00+00:00,22563,fnl,4,40,40,-0.01682190796969137,-0.05617840556561567,-0.0393564975959243,-0.9371640600049869,0.3516099254926852,"12945,9626,1206,19817"
Sashi,10165,2025-10-21 08:00:00+00:00,11271,smooya,4,40,40,0.007159970423936496,-0.03223598907823521,-0.03939595950217171,-1.021087987834732,0.3103722736580204,"23338,16723,20090,21199"
ECLOT,13905,2025-06-07 13:00:00+00:00,9911,kreaz,3,30,30,0.026936560804700208,-0.012653398291304662,-0.03958995909600487,-1.0221639237360944,0.31101670725342095,"19594,19069,19815"
Metizport,7903,2024-05-10 15:00:00+00:00,14218,plopski,4,36,40,0.040662416787322554,0.0006543995259487304,-0.040008017261373825,-0.9492783337247205,0.3456304416681853,"20878,13669,16486,20119"
AMKAL,9478,2025-10-24 17:00:00+00:00,19236,kensi,3,30,30,0.059434911293284515,0.019407764632991417,-0.0400271466602931,-0.8161997879430088,0.41782086372188415,"19920,16921,16948"
EYEBALLERS,5757,2024-08-13 15:30:00+00:00,11110,golden,4,39,40,0.003055494062024735,-0.03701469371734877,-0.0400701877793735,-1.0765947520644341,0.285095483375482,"3849,15949,23397,16029"
Liquid,741,2025-04-06 12:05:00+00:00,16820,siuhy,4,40,40,-0.02623979499833739,-0.06632747821759448,-0.04008768321925709,-1.2206656599096315,0.22604174653655754,"8520,10394,21763,9436"
Rhyno,5006,2024-09-24 12:00:00+00:00,23237,tmkj,3,30,30,-0.0013455346273861847,-0.04151006497597542,-0.04016453034858923,-0.9188081598965758,0.3621819668216069,"17003,23140,21014"
HEROIC,2560,2025-07-15 18:35:00+00:00,22884,gr1ks,3,30,30,0.03258069804206757,-0.008682903777423282,-0.041263601819490854,-1.0524036198688917,0.2972854564779934,"19808,19310,22047"
Spirit,136,2025-10-10 15:30:00+00:00,19808,tn1r,4,40,40,-0.0006003245927694856,-0.042020293930645936,-0.04141996933787645,-1.1154980747719019,0.26812040697956246,"16920,7716,23685,21167"
SAW,673,2025-04-21 10:00:00+00:00,22106,azuwu,3,30,30,0.007551091238277511,-0.03446851177441535,-0.04201960301269286,-0.9767521505403,0.33331947406406415,"630,20462,21014"
Fluxo,5109,2024-09-23 17:30:00+00:00,18714,piriajr,4,39,40,0.022142882901502094,-0.020133404576339182,-0.042276287477841276,-1.0912158443697633,0.27865577372554035,"20385,19692,12521,22366"
Players,15594,2025-03-06 18:30:00+00:00,10828,dok,4,40,33,0.03936724881889389,-0.0031614636346512966,-0.042528712453545184,-1.114420139803641,0.2688867959375924,"23393,19290,20219,16661"
3DMAX,16752,2024-06-16 16:00:00+00:00,13497,lucky,4,40,40,0.04589218392006809,0.0032734839934441774,-0.04261869992662391,-1.0252014043595092,0.3084620498607476,"19738,21969,13138,19739"
BLEED,7909,2024-05-11 09:00:00+00:00,11219,cerq,4,40,32,-0.011609690473149425,-0.0544040752358485,-0.042794384762699075,-1.0894268585464806,0.2797327862306936,"18571,14932,20813,9766"
Aurora Young Blud,5563,2024-08-30 08:30:00+00:00,22535,dwushka,4,40,40,0.01604372047508399,-0.026907452808945482,-0.042951173284029476,-0.975082603140619,0.33269414525914087,"23193,22803,22884,23302"
RED Canids,7750,2024-05-06 14:00:00+00:00,9216,coldzera,4,40,40,0.027502652336262902,-0.01588864886388899,-0.04339130120015189,-1.0232375009194654,0.3095550157680228,"21288,16817,18865,18743"
UNiTY,10656,2025-10-13 11:00:00+00:00,21165,m1key,4,40,40,0.007941578915090083,-0.03557427316643686,-0.043515852081526946,-1.2741876251668087,0.20639975834344093,"15821,15818,20229,23469"
9 Pandas,16055,2025-02-13 19:00:00+00:00,23858,mo0n,4,38,35,0.03039502374274745,-0.013140200280805264,-0.04353522402355271,-0.9386856600696412,0.3511415324083179,"17011,20709,20357,12027"
Fake do Biru,10480,2025-10-14 21:00:00+00:00,18610,detr0ittj,4,34,40,0.03969724736556881,-0.004018221734907701,-0.04371546910047651,-0.94784293582912,0.34639883208673206,"6593,22362,16817,23045"
Sharks,11887,2025-09-09 21:00:00+00:00,21221,maxxkor,3,30,30,0.026784427141395506,-0.017064983669734784,-0.04384941081113029,-0.898010106783698,0.3728959830675708,"21921,21170,20558"
JiJieHao,11817,2025-09-12 17:00:00+00:00,19763,boros,4,40,39,0.01596369407501727,-0.028022752303852577,-0.04398644637886985,-1.170096861909151,0.24557103270521932,"10449,23386,22419,18163"
SINNERS,7366,2024-05-20 12:10:00+00:00,20229,moriisko,4,35,39,0.02416038173104916,-0.020257909002692285,-0.04441829073374144,-1.1439769111962446,0.25644892613003056,"13568,22280,798,11199"
Lynn Vision,16094,2025-02-12 06:25:00+00:00,23100,c4llm3su3,4,36,40,0.04916363038977507,0.004386765648977939,-0.04477686474079713,-1.2155515074138048,0.22860219692518885,"18744,22922,20254,16551"
